categorize;recipe_name;tags;avg_score;difficulty;ingredient;rating_count;calorie;preparation_time;comment_user;recipe_url
Geränken;Glühweinbowle;['Getränk', 'Party', 'Winter', 'Silvester', 'Bowle'];0;simpel;['2Flaschen', 'Glühwein', '1Glas', 'Kirsche(n)', '1Flasche', 'Amaretto'];0;NA;5 Min;NA;"https://www.chefkoch.de/rezepte/1012141206376364/Gluehweinbowle.html
"
Geränken;Glühweinbowle;['Getränk', 'Winter', 'Weihnachten', 'Bowle'];0;simpel;['300g', 'Beeren,TK-Beerencocktail', '1', 'Orange(n)', '1½Liter', 'Rotwein,trockener', '2', 'Glühweinbeutel', '1Stange/n', 'Zimt', '3EL', 'Zucker'];0;NA;15 Min;NA;"https://www.chefkoch.de/rezepte/1577431265271394/Gluehweinbowle.html
"
Geränken;Glühweinbraten vom Rind;['Hauptspeise', 'Rind', 'Europa', 'Winter', 'Deutschland', 'Schmoren', 'Weihnachten', 'Festlich'];0;normal;['2,4kg', 'Rindfleisch,HerzderHüfte', '2Liter', 'Rotwein,lieblich', '1', 'Zitrone(n),unbehandelt,derAbriebdavon', '1', 'Orange(n),unbehandelt,derAbriebdavon', '6', 'Zwiebel(n)', '4EL', 'Zucker,brauner', '1Bund', 'Suppengrün', '125g', 'Speck', '3TL', 'Pfeffer,ganz', '2TL', 'Rosmarin', '2TL', 'Wacholderbeere(n),getrocknet', '2TL', 'Oregano,getrocknet', '2TL', 'Piment,getrocknet', '2TL', 'Estragon,getrocknet', '2TL', 'Thymian,getrocknet', '2TL', 'Zimtpulver', '6', 'Nelke(n),ganz', '1Liter', 'Sahne', 'evtl.', 'Saucenbinder', 'Salz'];0;NA;20 Min;NA;"https://www.chefkoch.de/rezepte/2680351420623438/Gluehweinbraten-vom-Rind.html
"
Geränken;Glühweindessert;['Winter', 'Dessert', 'Herbst', 'Weihnachten'];0;simpel;['100ml', 'Orangensaft', '100ml', 'Saft,(Cassissaft)', '400ml', 'Rotwein', '1', 'Zitrone(n),abgeriebeneSchale', '100g', 'Zucker,braun', '3', 'Eiweiß', '4EL', 'Glühweingewürz'];0;200kcal;20 Min;NA;"https://www.chefkoch.de/rezepte/1530011258466282/Gluehweindessert.html
"
Geränken;Weihnachtsgans mit Glühweinessenz;['Hauptspeise', 'Geflügel', 'Braten', 'Weihnachten', 'Festlich'];0;normal;['1', 'Gans,4-5kg,mitHalsundInnereien', '4', 'Äpfel(Boskoop)', '500g', 'Marone(n),geschält,vorgegart', '2EL', 'Beifuß,vomStängelgezupfteBlätterundBlüten', '150g', 'Lebkuchen(Pfefferkuchen)', '125ml', 'Glühwein(Essenz)', '1Liter', 'Gemüsebrühe', '500ml', 'Rotwein', '500g', 'Suppengemüse', '3EL', 'Salz', '2TL', 'Pfeffer', '8Stängel', 'Thymian,frisch', '5EL', 'Mehl'];0;NA;60 Min;NA;"https://www.chefkoch.de/rezepte/2285101364378613/Weihnachtsgans-mit-Gluehweinessenz.html
"
Geränken;Glühweingebäck;['Backen', 'Weihnachten', 'Kekse'];0;normal;['250g', 'Butter,weich', '250g', 'Zucker', '1Pck.', 'Vanillinzucker', '1Prise(n)', 'Salz', '2', 'Ei(er)', '1EL', 'Milch', '500g', 'Mehl', '2TL,gestr.', 'Backpulver', '150g', 'Puderzucker', '3EL', 'Glühwein', 'evtl.', 'Zuckerstreusel,oderÄhnliches,fürdieDekoration'];0;NA;25 Min;NA;"https://www.chefkoch.de/rezepte/2697731422611287/Gluehweingebaeck.html
"
Geränken;Leckeres Glühweingelee;['Schnell', 'einfach', 'Aufstrich', 'Frühstück', 'Winter', 'Weihnachten', 'Haltbarmachen'];0;simpel;['1Beutel', 'Glühweingewürz(Glühfix)', '150ml', 'Rotwein', '150ml', 'Apfelsaft', '1große', 'Orange(n)', '250g', 'Gelierzucker,2.1'];0;NA;35 Min;NA;"https://www.chefkoch.de/rezepte/1590711266411883/Leckeres-Gluehweingelee.html
"
Geränken;Glühweingelee;['raffiniertoderpreiswert', 'Aufstrich', 'Weihnachten', 'gekocht', 'Haltbarmachen'];0;normal;['550ml', 'Rotwein,trocken', '150ml', 'Orangensaft,frischgepresst', '2Beutel', 'Glühweingewürz', '8Tropfen', 'Rumaroma', '500g', 'Gelierzucker(2:1)'];0;NA;10 Min;NA;"https://www.chefkoch.de/rezepte/1713841280165629/Gluehweingelee.html
"
Geränken;Glühweingelee mit Trauben und Pflaumen;['Vorspeise', 'kalt', 'Aufstrich', 'Frühstück', 'Winter', 'Herbst', 'Haltbarmachen'];0;simpel;['850ml', 'Glühwein', '1Beutel', 'Glühweingewürz*', '600g', 'Weintrauben', '400g', 'Pflaume(n),entsteint', '1.000g', 'Zucker,weißer', '180ml', 'Zitronensaft,(beisehrsüßerFruchtmasse)', '2Beutel', 'Gelfix1:1'];0;NA;40 Min;NA;"https://www.chefkoch.de/rezepte/2402441379666830/Gluehweingelee-mit-Trauben-und-Pflaumen.html
"
Geränken;Glühweingelee;['Aufstrich', 'Frühstück', 'Winter', 'Weihnachten', 'Haltbarmachen'];0;simpel;['200ml', 'Rotwein,trocken', '200ml', 'Traubensaft,rot', '100ml', 'Orangensaft,frischgepresst', '1Stange/n', 'Zimt', '6', 'Nelke(n)', '2', 'Sternanis', '1Msp.', 'Kardamom', '½', 'Zitrone(n),Bio', '300g', 'Gelierzucker', '3EL', 'Rum'];0;NA;10 Min;NA;"https://www.chefkoch.de/rezepte/2685591421225068/Gluehweingelee.html
"
Geränken;Glühweingelee;['Aufstrich', 'Frühstück', 'Winter', 'gekocht', 'Haltbarmachen'];0;normal;['250ml', 'Glühwein(Heidelbeerglühwein)', '500ml', 'Orangensaft', '500g', 'Gelierzucker2:1', 'TL', 'Zimt'];0;NA;20 Min;NA;"https://www.chefkoch.de/rezepte/3228821480343830/Gluehweingelee.html
"
Geränken;Glühweingelee;['Aufstrich', 'Winter', 'Weihnachten', 'gekocht', 'Haltbarmachen'];0;simpel;['1Liter', 'Rotwein,trocken,z.B.Merlot', '1Stange/n', 'Zimt', '1', 'Zitrone(n),unbehandelt,geviertelt', '1', 'Clementine(n),ohneSchale,inScheiben', '2', 'Sternanis', '1', 'Gewürznelke(n)', '1kg', 'Gelierzucker(1:1)'];0;NA;30 Min;NA;"https://www.chefkoch.de/rezepte/905961195829229/Gluehweingelee.html
"
Geränken;Lebkuchenmousse mit Glühweinkirschen;['Winter', 'Dessert', 'Weihnachten', 'Frucht', 'gekocht'];0;normal;['6Blatt', 'Gelatine', '100g', 'Lebkuchen(Schokoladenlebkuchen)', '2', 'Ei(er)', '60g', 'Zucker', '150g', 'saureSahne', '200ml', 'Schlagsahne', '½TL', 'Lebkuchengewürz'];0;602kcal;45 Min;NA;"https://www.chefkoch.de/rezepte/2982681451034142/Lebkuchenmousse-mit-Gluehweinkirschen.html
"
Geränken;Glühweinkranz;['Backen', 'Winter', 'Kuchen', 'Weihnachten', 'Festlich'];0;normal;['6', 'Eigelb', '200g', 'Rohrzucker', '1Pck.', 'Bourbon-Vanillezucker', '1Fläschchen', 'Rumaroma', '100g', 'Mandeln,gemahlen', '100g', 'Schokolade,geraffelt', '100g', 'Mehl,gesiebt', '½TL', 'Backpulver', '6', 'Eiweiß', 'FettundMehlfürdieForm'];0;NA;45 Min;NA;"https://www.chefkoch.de/rezepte/16471000041381/Gluehweinkranz.html
"
Geränken;Kleine Glühweinkrapfen;['Vegetarisch', 'Schnell', 'einfach', 'Fingerfood', 'Winter', 'Weihnachten', 'Frittieren'];0;normal;['75g', 'Butter,weiche', '70g', 'Zucker', '1', 'Ei(er)', '270g', 'Mehl', '½Pck.', 'Backpulver', '½TL', 'Lebkuchengewürz', '1Prise(n)', 'Salz', '140ml', 'Glühwein'];0;NA;15 Min;NA;"https://www.chefkoch.de/rezepte/3232441480873474/Kleine-Gluehweinkrapfen.html
"
Geränken;Leckerer saftiger Glühweinkuchen;['Backen', 'Winter', 'Kuchen', 'Weihnachten'];0;simpel;['75ml', 'Rotwein', '½', 'Zitrone(n),unbehandelt,inScheiben', '2Stange/n', 'Zimt', '½TL', 'Nelke(n)', '2TL', 'Zucker'];0;NA;20 Min;NA;"https://www.chefkoch.de/rezepte/1251561230364765/Leckerer-saftiger-Gluehweinkuchen.html
"
Geränken;Glühweinkuchen;['Backen', 'Winter', 'Kuchen', 'Weihnachten'];0;normal;['4', 'Ei(er)', '150ml', 'Glühwein', '250g', 'Butter', '200g', 'Zucker', '300g', 'Mehl', '1Pck.', 'Backpulver', '1TL', 'Zimtpulver', '1EL', 'Lebkuchengewürz', '50g', 'Schokoladenraspel'];0;NA;15 Min;NA;"https://www.chefkoch.de/rezepte/1597751267010288/Gluehweinkuchen.html
"
Geränken;Glühweinkuchen;['Backen', 'Winter', 'Kuchen', 'Weihnachten'];0;normal;['200g', 'Margarine', '200g', 'Zucker', '1Prise(n)', 'Salz', '4', 'Ei(er)', '2', 'Orange(n),unbehandelte', '350g', 'Mehl', '2TL', 'Backpulver'];0;NA;30 Min;NA;"https://www.chefkoch.de/rezepte/702731172913831/Gluehweinkuchen.html
"
Geränken;Glühweinkuchen;['Backen', 'Winter', 'Kuchen', 'Weihnachten'];0;normal;['160ml', 'Wein(Glühwein)', '250g', 'Butter', '250g', 'Zucker', '½EL', 'Vanillezucker', '4', 'Ei(er)', '375g', 'Mehl', '1TL', 'Backpulver', '180g', 'Schokoladenraspel', 'PuderzuckerzumBestäuben'];0;NA;15 Min;NA;"https://www.chefkoch.de/rezepte/744011176991419/Gluehweinkuchen.html
"
Geränken;Glühweinkuchen;['Backen', 'Winter', 'Kuchen'];0;normal;['250g', 'Butter,weiche', '125g', 'Zucker', '1Prise(n)', 'Vanillezucker', '4', 'Ei(er)', '250g', 'Mehl', '2TL', 'Backpulver', '150g', 'Schokoladenraspel', '⅛Liter', 'Wein(Glühwein)'];0;NA;20 Min;NA;"https://www.chefkoch.de/rezepte/749181177482055/Gluehweinkuchen.html
"
Geränken;Apfeltorte mit Mascarponecreme;['Backen', 'Torte', 'Weihnachten', 'Festlich'];4.45;pfiffig;['4', 'Ei(er)', '2EL', 'Wasser,kalt', '120g', 'Zucker', '140g', 'Haselnüsse', '80g', 'Speisestärke', '1TL,gehäuft', 'Backpulver'];9;NA;60 Min;[{'rating': 'rating-5', 'name': 'Kreasy', 'sex': 'weiblich', 'age': '26 Jahre', 'marriage_status': 'None', 'job': 'Studentin'}, {'rating': 'rating-5', 'name': 'Kameleonin', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'spirit82', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2290601365202860/Apfeltorte-mit-Mascarponecreme.html
"
Geränken;Couscous-Salat mit Zucchini, Aubergine, Feta;['Salat', 'Gemüse', 'Sommer', 'Vegetarisch', 'Beilage', 'Party', 'Reis-oderNudelsalat'];4.45;simpel;['250g', 'Couscous', '1TL', 'Gemüsebrühe,instant', 'n.B.', 'Wasser', '2', 'Zucchini', '2', 'Aubergine(n)', '200g', 'Feta-Käse', '2m.-große', 'Zwiebel(n),gewürfelt', 'etwas', 'Öl,zumBraten', 'einige', 'Tomate(n),getrocknete,inÖleingelegt', 'n.B.', 'Minze', 'SalzundPfeffer'];9;NA;45 Min;[{'rating': 'rating-5', 'name': 'Katrischka', 'sex': 'weiblich', 'age': '36 Jahre', 'marriage_status': 'None', 'job': 'Qualitätsingenieurin und Mama'}, {'rating': 'rating-5', 'name': 'Stinkichilli', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'pmuk', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'Single', 'job': 'None'}, {'rating': 'rating-5', 'name': 'tah-lee', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'lillieee', 'sex': 'weiblich', 'age': '41 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'ruthio', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2560911400838885/Couscous-Salat-mit-Zucchini-Aubergine-Feta.html
"
Geränken;TASTErias Balsamico-Auberginen;['Gemüse', 'Vorspeise', 'kalt', 'Sommer', 'Vegetarisch', 'Beilage', 'Party', 'Vegan', 'Snack', 'marinieren', 'LowCarb'];4.45;normal;['1große', 'Aubergine(n)', '50ml', 'Olivenöl,guteQualität', '2EL', 'Balsamico,dunkler', '1EL,gestr.', 'Zucker', 'SalzundPfeffer', '2Zehe/n', 'Knoblauch', 'Rosmarin', 'etwas', 'Öl,zumAnbraten'];9;678kcal;30 Min;[{'rating': 'rating-5', 'name': 'Bine60', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'kaufm. Angestellte'}, {'rating': 'rating-5', 'name': 'Buitre', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'julchen1508', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Silbernerstern', 'sex': 'weiblich', 'age': '61 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Erdbeere1706', 'sex': 'weiblich', 'age': '64 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Nini02', 'sex': 'weiblich', 'age': '47 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'TASTEria', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2600181408524152/TASTErias-Balsamico-Auberginen.html
"
Geränken;Ayran;['Getränk', 'Sommer', 'Vegetarisch', 'Schnell', 'einfach', 'Türkei', 'Shake', 'Lactose'];4.45;simpel;['500g', 'Joghurt,türkischer', '400ml', 'Wasser,kaltes', '1TL,gehäuft', 'Salz'];9;86kcal;3 Min;[{'rating': 'rating-5', 'name': 'Dessimaus', 'sex': 'weiblich', 'age': '35 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'sandy200670', 'sex': 'weiblich', 'age': '49 Jahre', 'marriage_status': 'Verheiratet', 'job': 'Naturpädagogin, Office Managerin'}, {'rating': 'rating-5', 'name': 'norinka', 'sex': 'None', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'tagespflegeperson'}, {'rating': 'rating-5', 'name': 'Drachenfruit', 'sex': 'weiblich', 'age': '28 Jahre', 'marriage_status': 'None', 'job': 'Hausfrau und Mutti'}, {'rating': 'rating-4', 'name': 'Frank_E_Meyer', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Kniko', 'sex': 'männlich', 'age': '32 Jahre', 'marriage_status': 'Vergeben', 'job': 'Student der Medieninformatik'}, {'rating': 'rating-5', 'name': 'Aysel75', 'sex': 'weiblich', 'age': '45 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Noumie', 'sex': 'weiblich', 'age': '46 Jahre', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2342761372850088/Ayran.html
"
Geränken;Süsskartoffel-Rosinen-Brot;['Backen', 'Vegetarisch', 'Frühstück', 'Winter', 'Herbst', 'BrotoderBrötchen', 'Gluten', 'Lactose'];4.45;simpel;['350g', 'Mehl', '2TL', 'Backpulver', '½TL', 'Salz', '1TL', 'Zimt', '½TL', 'Muskat', '500g', 'Süßkartoffel(n)', '100g', 'Zucker,braun', '120g', 'Butter', '3', 'Ei(er)', '100g', 'Rosinen'];31;3400kcal;30 Min;NA;"https://www.chefkoch.de/rezepte/31911008692054/Suesskartoffel-Rosinen-Brot.html
"
Geränken;Walnuss - Sahnetorte;['Backen', 'Vegetarisch', 'Winter', 'Torte', 'Gluten', 'Lactose'];4.45;normal;['300g', 'Mehl', '175g', 'Puderzucker', '200g', 'Walnüsse,gemahlen', '175g', 'ButteroderMargarine', '5Blatt', 'Gelatine', '4EL', 'Amaretto', '1.000ml', 'Sahne', '2Pck.', 'Vanillinzucker'];9;6017kcal;30 Min;[{'rating': 'rating-5', 'name': 'schnucki3890', 'sex': 'weiblich', 'age': '50 Jahre', 'marriage_status': 'Vergeben', 'job': 'Haufrau - Mutter'}, {'rating': 'rating-4', 'name': 'rosenmarilis', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'schorlchen', 'sex': 'weiblich', 'age': '58 Jahre', 'marriage_status': 'Verheiratet', 'job': 'selbstständig im medienbereich'}, {'rating': 'rating-5', 'name': 'knoedelmaus', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'Hausfrau'}];"https://www.chefkoch.de/rezepte/1520401257256904/Walnuss-Sahnetorte.html
"
